,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANSS,ANTM,AON,AOS,APA,AIV
AET,0.9692328749622735,0.9385943713646924,0.9175418941144098,0.850516707097961,0.957152438815131,0.9588016439403437,0.946231703729024,-0.2696142740428797,0.8106488837938128,-0.2589290979348577,1.0,0.8307366447423954,0.9013419023787768,0.7654941071832213,0.9538965378156116,0.34182503605300213,0.9060233102946866,0.8810615817068393,0.8142706377268005,0.779306455913069,0.8933553131321553,0.9421612251221468,0.8016776326442469,0.8386034817995044,0.9436859863220391,0.8727269063186565,0.9621192330349572,0.9270024788821237,0.9424379129648955,0.9358289544978443,0.4841523778762229,0.0003641646115643333,0.8790465312227737,0.8315298347165737,-0.5690363626416677,0.9217422420697075,0.9610535220596373,0.914247554204028,0.8973766530239402,0.9258809479233974,0.9182616349756736,0.9674702908734113,0.4578336439940491,0.6880994745195376,0.9340788227266664,0.9858047143659139,0.9596862328206567,0.9666861416095103,0.042544857194721813,0.1881480116467605
AMG,0.8445148852825842,0.8773024170192019,0.20274238345548004,0.5151518808955153,0.8351533924314777,0.7054646531419496,0.6921219176690059,-0.419591030687583,0.8491571510311166,-0.2448973850688037,0.8307366447423954,1.0,0.8459551558385905,0.6387087678433527,0.8993256805243651,0.34796044702754014,0.7991614390179501,0.8139008106690334,0.714171180187684,0.8941848321883452,0.6136954313269083,-0.3168976435562166,0.8232959120879475,0.9454863631042068,0.8542309848083529,0.7189744906767163,0.7663723962147122,-0.34264738845893933,0.8493467764162369,0.6823102118190026,0.25269226282455226,-0.08123879668398341,0.7743693101507304,0.9111038403357395,-0.6338324229998636,0.8582593177260505,0.7160928962718586,0.9190654234619334,0.9045054455514667,0.9243650181580754,0.8178106373112979,0.8644663293757788,0.7723937429893407,0.4910758347416096,0.86369390602175,0.8004595758686003,0.8388032396825378,0.7759767863598876,0.30225736750532195,0.0901527107441607
AFL,0.8893202918294704,0.8530112701760458,0.889384762207319,0.7073302786800617,0.8725685452798563,0.8627371216278769,0.8397191170647865,-0.3335549831919211,0.7187187049344973,-0.2722470290787228,0.9013419023787768,0.8459551558385905,1.0,0.6619174675526193,0.9283298780892318,0.26011265322786226,0.7629453921605075,0.8790851397275737,0.8716379859582835,0.7021277634626457,0.790075843535071,0.8649858473452438,0.6699607132310863,0.7765297686158894,0.8684057003285275,0.8066776066194606,0.8778004504499004,0.9263949630753715,0.8582242242470897,0.8184694419238809,0.4109949490951462,-0.1002912302881048,0.7913394293934438,0.8120985184659709,-0.5951354029468948,0.8544395316016283,0.8441464176275674,0.8481421969037223,0.8026844742831583,0.8850959934845787,0.7687834463688662,0.8983166013464761,0.6147239905051285,0.5228098649956084,0.8977340000838578,0.8708887079516976,0.8642174475991251,0.8464188059927499,0.34061514467044524,0.10787608637580887
A,0.7602660437367453,0.7472530257600728,0.9125234246392951,0.7469329709500323,0.956525875902167,0.7694886596744417,0.8069830504359802,0.03578629451728533,0.7769388791020512,0.17947306107079464,0.7654941071832213,0.6387087678433527,0.6619174675526193,1.0,0.7172996502676088,0.6960063484307002,0.7400182119357849,0.7415536173712279,0.5234415682595943,0.6617576361540711,0.8873636531649917,0.8758928057282535,0.6639441685155956,0.84028975743236,0.8165522537514073,0.6219443207582525,0.9558179336048523,0.9122846569013319,0.7250173753152973,0.8002631070056679,0.2932390113124198,0.2579113806307057,0.7612612755800346,0.7627287378054344,-0.3733130880883222,0.8504200480954538,0.9270633394413114,0.9323658897359154,0.6912485829416819,0.7423710748781063,0.7755966360746949,0.7953107802533044,0.3385618030672287,0.8790476213224487,0.7501880677561322,0.9352310886661428,0.8148903193397365,0.7992753133302004,-0.08951240489820234,0.24421650000586384
APD,0.951909534257324,0.9378860150286669,0.8790229720821918,0.7418638292230381,0.9572355168994038,0.9040989243303372,0.8684175802995519,-0.4275213453201533,0.8809176011648092,-0.3032651962839235,0.9538965378156116,0.8993256805243651,0.9283298780892318,0.7172996502676088,1.0,0.3284488535804998,0.8954211587392857,0.9086800276047393,0.8038542238510673,0.8512523227234706,0.807647898943787,0.868658555265266,0.832854104294994,0.9025745710524438,0.9440418146371942,0.784336900163862,0.9536268868307581,0.82073671868358,0.9561904068307144,0.8713007348015608,0.32833592570726755,-0.10609969321417653,0.8629342542666855,0.8341091128952958,-0.6911453827338087,0.9314234812092168,0.9354186187963062,0.9422600754792831,0.9329657986930403,0.957382347962377,0.87943589681599,0.9718438966721317,0.6357916822484867,0.5882409481594075,0.9500611013384282,0.9289639558775648,0.9484280419883525,0.9219295837529584,0.23822887486233763,0.07495200196747191
AKAM,0.3115137410904237,0.32591999702453794,0.5366739006620374,0.3308785261689901,0.8196207990880932,0.3053785522455294,0.35717852495758096,0.0860535471939064,0.838355801318302,0.3167339733666842,0.34182503605300213,0.34796044702754014,0.26011265322786226,0.6960063484307002,0.3284488535804998,1.0,0.38288126032336506,0.3071349275284686,0.20757344334417652,0.39676988815296005,0.6217950890149789,0.08328374007738269,0.38626571630053635,0.8514856600957784,0.41289187707459307,0.20610555482295706,0.7711509389066443,-0.04018387104373809,0.3275697599751249,0.3480217546668343,-0.007494617035984619,0.26024199421643995,0.3239467302478276,0.44308611996745545,-0.1954414800296557,0.48948769651066387,0.743057902492551,0.8469249386807189,0.3535006286420906,0.3552106735867623,0.4014037854481436,0.37739095054062527,0.20677950492092448,0.5355542374398005,0.3401357391623359,0.8016152967961986,0.3793258040187306,0.3532045757488543,-0.04229647266634364,0.1312398795338342
ALK,0.926597079533753,0.8908854735760114,0.5012546107668111,0.7224877619121587,0.921665965510396,0.8574411100948788,0.8209050595359884,-0.32025337664861736,0.9247602659128464,-0.21458179725412335,0.9060233102946866,0.7991614390179501,0.7629453921605075,0.7400182119357849,0.8954211587392857,0.38288126032336506,1.0,0.8003915713671094,0.625504339954482,0.8776771494837652,0.7337435381781927,0.6114038436742278,0.9396402728079205,0.902653676330022,0.9250944228572868,0.7524459042130025,0.9156538537557684,0.3998561201364675,0.9572910189242289,0.8538365058132321,0.351801920982568,0.023873744536421854,0.8706358039708175,0.7790100862139459,-0.5766505694096398,0.8957440548194204,0.9208023616266481,0.8825802569235922,0.9471561281730942,0.8877929545466694,0.9538500351376267,0.9226813418109976,0.4265908089962385,0.7086022324764567,0.8539932997383517,0.8780283267032385,0.9363844810627906,0.9382019747613832,-0.08847643090456359,0.18506510420612113
ALB,0.8923015217876574,0.85820702453565,0.6886079060562278,0.7001539684083935,0.9216808105550067,0.8842527432962551,0.824339193836752,-0.3878011813284545,0.7228967128605831,-0.2869610903326472,0.8810615817068393,0.8139008106690334,0.8790851397275737,0.7415536173712279,0.9086800276047393,0.3071349275284686,0.8003915713671094,1.0,0.749261705782571,0.755039022260798,0.8104255793944369,0.8155522407802587,0.6765540996061524,0.793810738349569,0.9129792063051736,0.6824558814168564,0.8876008236856214,0.8207327305932165,0.9012451559767075,0.8579956909471805,0.23227975941683257,-0.1915525653322612,0.7972974226060104,0.7841802351140826,-0.7230428111463498,0.9228303029916757,0.8606741001176291,0.8183424795318183,0.8145968274066938,0.9200866961975395,0.7735479266365526,0.9345760819864877,0.6166525315744483,0.579335888739987,0.9412148779410348,0.8369110081838833,0.8981785172649478,0.8822298484507122,0.2912648696520004,-0.0009826515757345694
ARE,0.750293734393082,0.6925087085202573,0.8374878034522227,0.6064888337879399,0.6959957182459559,0.7482682579859459,0.7297962123987123,-0.14323763536152578,0.5347034081950506,-0.26635384539199464,0.8142706377268005,0.714171180187684,0.8716379859582835,0.5234415682595943,0.8038542238510673,0.20757344334417652,0.625504339954482,0.749261705782571,1.0,0.4960561793679693,0.6523450384349179,0.936937252092558,0.48769867698974073,0.5644563553593278,0.7543359403434035,0.8187414000535018,0.6390578595883804,0.8803054491357115,0.7386849398638724,0.670444494511905,0.5856613055435395,0.02287737463637462,0.7015119859874323,0.6863046942267159,-0.3982346415392969,0.6979627765758759,0.8169782504933912,0.6141946569986011,0.6390611523820694,0.7037880917414476,0.6223001891547195,0.7425195333709292,0.4553247599714228,0.3856430005261095,0.7273678300471328,0.7915034376398947,0.7011907480620381,0.6990705249348663,0.33950294420050786,0.31053225147923347
ALXN,0.8187507737355951,0.8725909372621325,0.019980779720715776,0.5276239198839269,0.8516530682234646,0.6900729916496865,0.6558788797464189,-0.5001668906470356,0.9414401702743205,-0.2145866961336545,0.779306455913069,0.8941848321883452,0.7021277634626457,0.6617576361540711,0.8512523227234706,0.39676988815296005,0.8776771494837652,0.755039022260798,0.4960561793679693,1.0,0.5813431033272354,-0.6129893583132137,0.940737585679678,0.9753872725069624,0.8468069980579814,0.5651049760477187,0.7731332414157918,-0.7782001745036732,0.8721792812779142,0.7004004309892882,0.07629033449690702,-0.15294309846000964,0.7544217261907967,0.8182700188598311,-0.7094595639128815,0.8767251450978821,0.7203019528949458,0.8318161060550914,0.9443873754611671,0.9124708005513611,0.8713511269193824,0.8565999062212475,0.6855055711830326,0.5561693478137798,0.842161252630756,0.7364734054340716,0.8489644812465542,0.7935771409635554,0.12684783278896197,-0.0304513329293667
ALGN,0.8782471833648641,0.8580405562572802,0.9095011868291543,0.9632814421399513,0.8751594072179196,0.9415315982314096,0.9710390294160037,-0.1013666024872526,0.5784559308234953,-0.11715555940144683,0.8933553131321553,0.6136954313269083,0.790075843535071,0.8873636531649917,0.807647898943787,0.6217950890149789,0.7337435381781927,0.8104255793944369,0.6523450384349179,0.5813431033272354,1.0,0.8178175331124437,0.5854751913354138,0.6468871595716541,0.8205051838308199,0.7829603093579437,0.8948130780208382,0.9163671133902921,0.7748483678543063,0.9623467208034864,0.44236684207266075,0.11632118592525313,0.7691967530844174,0.7243527971908666,-0.42590875266613426,0.820992483020563,0.8358141040990419,0.798741771030295,0.7072852774120744,0.8102609450750081,0.7962306475401064,0.8757553427197255,0.23842785109470155,0.883675009753905,0.8676051996827511,0.8959493351058264,0.8686196898161611,0.9075061882817519,-0.18096263204981256,0.1932149839935463
ALLE,0.9284012496198437,0.7213748013279785,0.7880150149162027,0.8101516350251665,0.9353004225967526,0.9469069327822665,0.8680793745687189,0.8040057896905511,-0.28845600186967646,-0.6147853302588825,0.9421612251221468,-0.3168976435562166,0.8649858473452438,0.8758928057282535,0.868658555265266,0.08328374007738269,0.6114038436742278,0.8155522407802587,0.936937252092558,-0.6129893583132137,0.8178175331124437,1.0,-0.26790674029061895,-0.4086207204074461,0.9009178695652587,0.9019444780677943,0.9225660567443774,0.9260902480674006,0.8126133625507331,0.8855120859089933,0.915221067874359,0.5615542799598219,0.8860850942045628,0.13251159508384844,0.5829493040699906,0.9314895927695613,0.9212959137056254,0.5536590960290896,0.25259756601814104,0.7195755635280396,0.8252940074339459,0.9262382807332195,-0.6850164353860659,0.907130517396929,0.8439862941293869,0.8720781925843568,0.9513535156397094,0.9599302491236599,-0.7543907786711692,0.792233356316206
AGN,0.8398381978778063,0.851405149326825,0.13447956849685178,0.5717781188683274,0.836224506320132,0.71263577906771,0.6837498511763251,-0.38603335466535527,0.9526074238795095,-0.15634354434538322,0.8016776326442469,0.8232959120879475,0.6699607132310863,0.6639441685155956,0.832854104294994,0.38626571630053635,0.9396402728079205,0.6765540996061524,0.48769867698974073,0.940737585679678,0.5854751913354138,-0.26790674029061895,1.0,0.940901495000261,0.8441258863858045,0.6420999074297652,0.8072709715736721,-0.6417404762043862,0.879790350837201,0.7142266629070532,0.2229815781011458,0.01627971613624808,0.8008036833276739,0.7659343665909149,-0.5651157367861344,0.833565095014116,0.7802713732746059,0.8472604010144528,0.9512736650075553,0.8464983883967423,0.9220484440835369,0.8378828874145188,0.4949411990226751,0.6314957636352813,0.7725360570588331,0.7805929991602879,0.8603581971780432,0.8264876930933316,-0.06989241657303481,0.12749450020062883
ADS,0.875191016980156,0.9082780369914982,0.23396831236124865,0.5841512863513496,0.8888818869349359,0.7377465196393304,0.7216660551934946,-0.42457541645942837,0.9406860882360197,-0.04415865961562408,0.8386034817995044,0.9454863631042068,0.7765297686158894,0.84028975743236,0.9025745710524438,0.8514856600957784,0.902653676330022,0.793810738349569,0.5644563553593278,0.9753872725069624,0.6468871595716541,-0.4086207204074461,0.940901495000261,1.0,0.8852372776827884,0.6584625080718974,0.8339959469097352,-0.5103176716722222,0.9026799815430891,0.7435157104596761,0.16757988991236464,0.04479350719595475,0.8133145386656174,0.8851997575915633,-0.6667521779375356,0.9093504845426473,0.7850457110648217,0.9131545580939174,0.9664212807792757,0.9458766774186356,0.9046028531524477,0.8966698148008253,0.6674437640668975,0.7478497947419885,0.8766755201391503,0.812300347501656,0.8890496359606282,0.8388378463371384,0.047925712888224455,0.0879428087650812
LNT,0.9451717684919498,0.9338856261050373,0.7816808099541482,0.7794765609432521,0.9668763271938757,0.9094328618429319,0.8846812823277787,-0.2920962678773309,0.8648923533943237,-0.14145261408938728,0.9436859863220391,0.8542309848083529,0.8684057003285275,0.8165522537514073,0.9440418146371942,0.41289187707459307,0.9250944228572868,0.9129792063051736,0.7543359403434035,0.8468069980579814,0.8205051838308199,0.9009178695652587,0.8441258863858045,0.8852372776827884,1.0,0.798380227521191,0.9596202161216997,0.8451264101757984,0.9664983805814148,0.8964926057243258,0.3915170110618552,0.04686936633030467,0.9442645399105694,0.848354945458851,-0.5973145491580346,0.9665219054742309,0.9884684609342138,0.9171370233856102,0.9100643352384516,0.9335821351814411,0.9194787856652069,0.965561158578041,0.5292270549645987,0.7132533205396849,0.9274049414579141,0.9193420603721977,0.9705109248921983,0.9465139225313749,0.06876507922578699,0.20827532864127024
ALL,0.8566013759896267,0.7881581239930008,0.9132638435949266,0.7415995503478173,0.7508581807118866,0.8017860987482917,0.8432463552630342,-0.01884300294432917,0.5922800973899555,-0.14089159116548353,0.8727269063186565,0.7189744906767163,0.8066776066194606,0.6219443207582525,0.784336900163862,0.20610555482295706,0.7524459042130025,0.6824558814168564,0.8187414000535018,0.5651049760477187,0.7829603093579437,0.9019444780677943,0.6420999074297652,0.6584625080718974,0.798380227521191,1.0,0.7677656571548036,0.8795695468486243,0.7613668598852339,0.7684348751104052,0.7940849794892256,0.2538413509639207,0.8253049553753057,0.8013643922698176,-0.1876278454543356,0.7120632323173715,0.9394059315991885,0.846927301437751,0.7108879076806818,0.7241292488855738,0.8120424661154622,0.7832155711027151,0.24986960739424013,0.634593333491128,0.7118034652263998,0.8800669358860207,0.7894043013152029,0.8180979148115527,-0.12720269863312758,0.5213060497882537
GOOGL,0.9647424804996034,0.9386352547665961,0.8690975905653326,0.8644291656910649,0.9792550061720199,0.9551250135174237,0.9329124995820997,-0.238245240375671,0.80437897813746,-0.30987432472158183,0.9621192330349572,0.7663723962147122,0.8778004504499004,0.9558179336048523,0.9536268868307581,0.7711509389066443,0.9156538537557684,0.8876008236856214,0.6390578595883804,0.7731332414157918,0.8948130780208382,0.9225660567443774,0.8072709715736721,0.8339959469097352,0.9596202161216997,0.7677656571548036,1.0,0.9991946547688089,0.9503687533378017,0.9564306909651407,0.40725746292894816,0.22348778805837008,0.9282537080708289,0.7859746673903932,-0.4920342348635354,0.9670799168152341,0.9679847246173378,0.9113531947306646,0.8836342380967809,0.9393430966719534,0.9210481585758196,0.9828683959472061,0.24183265595142261,0.9360335287414547,0.9542211217964305,0.9297444936238108,0.980208582768807,0.98120367188245,-0.4952393087970273,0.3104723661723345
GOOG,0.8936822404434017,0.6987975977731129,0.8075284497341833,0.884200553821548,0.961418188960752,0.9818509243890362,0.9394430165032923,0.8455019588835877,-0.5243277009351254,-0.5280374138255696,0.9270024788821237,-0.34264738845893933,0.9263949630753715,0.9122846569013319,0.82073671868358,-0.04018387104373809,0.3998561201364675,0.8207327305932165,0.8803054491357115,-0.7782001745036732,0.9163671133902921,0.9260902480674006,-0.6417404762043862,-0.5103176716722222,0.8451264101757984,0.8795695468486243,0.9991946547688089,1.0,0.6949383257864334,0.9655547657099225,0.8924452685650865,0.391096767184391,0.8034306302575644,0.3006221975622915,0.3806696993646209,0.9159001998078825,0.8908564751887547,0.5303502869526343,-0.053968586040936094,0.7891984910432636,0.6907867172667497,0.9297297472144969,-0.6223592014188656,0.9017553106689079,0.9236190765207485,0.8551794969696267,0.9150115297764603,0.9559426288933326,-0.6437221536511268,0.621028754401025
MO,0.9519323261439997,0.9210130640785827,0.6354769687168423,0.7312293869261328,0.9661637769311506,0.9036820370617609,0.8448856619462936,-0.4055970892153683,0.9143092444657238,-0.29179856233405616,0.9424379129648955,0.8493467764162369,0.8582242242470897,0.7250173753152973,0.9561904068307144,0.3275697599751249,0.9572910189242289,0.9012451559767075,0.7386849398638724,0.8721792812779142,0.7748483678543063,0.8126133625507331,0.879790350837201,0.9026799815430891,0.9664983805814148,0.7613668598852339,0.9503687533378017,0.6949383257864334,1.0,0.8825487783630549,0.3255047693209459,-0.09973079029780757,0.8892074380913988,0.7902681153760457,-0.6850330650281191,0.9438673642526988,0.9731103862574776,0.8823352580736552,0.9453126145713296,0.9408794871972466,0.9205031269692742,0.9649026469911961,0.5394821971427595,0.626648017211291,0.9304685475824837,0.900592302467558,0.9552628069724342,0.9484048572510716,0.10331201611232421,0.1002360090510045
AMZN,0.9229781095799202,0.8971583729551588,0.8798603119562753,0.94697954504294,0.9477121067512084,0.9748335729412175,0.9733426669703024,-0.23677584072796162,0.7231082730832104,-0.21732808491487943,0.9358289544978443,0.6823102118190026,0.8184694419238809,0.8002631070056679,0.8713007348015608,0.3480217546668343,0.8538365058132321,0.8579956909471805,0.670444494511905,0.7004004309892882,0.9623467208034864,0.8855120859089933,0.7142266629070532,0.7435157104596761,0.8964926057243258,0.7684348751104052,0.9564306909651407,0.9655547657099225,0.8825487783630549,1.0,0.3896572825042553,-0.02314312641489245,0.8231835151991155,0.7413904541713213,-0.5517309234895602,0.8942955209735712,0.9150121924202249,0.8250618264034034,0.8152721472478577,0.8757027987697797,0.8718376333073292,0.9367548861007224,0.3389840721696502,0.7591130258778411,0.9184828972264363,0.9208265825722645,0.9324781399387629,0.9696598757788935,-0.0804218794694702,0.12849666484866776
AEE,0.44240176811476956,0.3300116571937816,0.8059222498523273,0.47046286855917246,0.2892971182435338,0.4237472479720162,0.498438593141832,0.3486717046953449,0.14542150717535798,0.03783265073682163,0.4841523778762229,0.25269226282455226,0.4109949490951462,0.2932390113124198,0.32833592570726755,-0.007494617035984619,0.351801920982568,0.23227975941683257,0.5856613055435395,0.07629033449690702,0.44236684207266075,0.915221067874359,0.2229815781011458,0.16757988991236464,0.3915170110618552,0.7940849794892256,0.40725746292894816,0.8924452685650865,0.3255047693209459,0.3896572825042553,1.0,0.46777319818413465,0.5192472788468724,0.4256771442366182,0.3576611428063205,0.23761309504589143,0.9279304094656842,0.5308099176529864,0.227801932469934,0.22050882384055454,0.42153824113854116,0.31362154664816344,-0.2128185460123303,0.42597895811652997,0.2144196624604952,0.5005911095709586,0.35203836618943435,0.41573441999744676,-0.36327661265779554,0.7798570384916179
AAL,-0.03953636252546156,-0.025244959607548793,0.6958333525975046,0.12339435060224568,0.07813748583848644,-0.027546410125293876,0.10364371384669897,0.6614620314174474,0.08586936076607626,0.7031254135416288,0.0003641646115643333,-0.08123879668398341,-0.1002912302881048,0.2579113806307057,-0.10609969321417653,0.26024199421643995,0.023873744536421854,-0.1915525653322612,0.02287737463637462,-0.15294309846000964,0.11632118592525313,0.5615542799598219,0.01627971613624808,0.04479350719595475,0.04686936633030467,0.2538413509639207,0.22348778805837008,0.391096767184391,-0.09973079029780757,-0.02314312641489245,0.46777319818413465,1.0,0.24881327941977435,0.10394114538788593,0.6125882001541115,-0.0408521816419566,0.7396694008161654,0.3122395166441524,-0.08694200691176933,-0.18171334578087114,0.08561484130718769,-0.08430870626411094,-0.36653669429966684,0.36257433595814326,-0.2066855946297094,0.33779471612439804,0.023231648007048047,-0.0062488999692231284,-0.4956696005196316,0.7318112065698916
AEP,0.8763019382932028,0.8858857223484361,0.7610646465063351,0.747307768165938,0.8978302068554147,0.8454179210344555,0.8379449187484621,-0.18936035386814234,0.8066624671435401,-0.0059629905070041605,0.8790465312227737,0.7743693101507304,0.7913394293934438,0.7612612755800346,0.8629342542666855,0.3239467302478276,0.8706358039708175,0.7972974226060104,0.7015119859874323,0.7544217261907967,0.7691967530844174,0.8860850942045628,0.8008036833276739,0.8133145386656174,0.9442645399105694,0.8253049553753057,0.9282537080708289,0.8034306302575644,0.8892074380913988,0.8231835151991155,0.5192472788468724,0.24881327941977435,1.0,0.7898661219890509,-0.38920675960818557,0.8683023674857842,0.9762737329598281,0.9028356087227888,0.8331502531834314,0.8263587947317783,0.8755520944541647,0.8742933551727362,0.3938836273416203,0.7127170064892796,0.8106289958222141,0.8941019484333043,0.9129294524418269,0.8784175157087907,-0.07464885330071866,0.39463154588853255
